"6001","abandon","〜をあきらめる・見捨てる","動詞"
"6002","absorb","〜を吸収する","動詞"
"6003","abstract","抽象的な","形容詞"
"6004","accelerate","〜を加速させる","動詞"
"6005","acceptable","容認できる","形容詞"
"6006","access","接近・利用する権利","名詞"
"6007","accommodate","〜を収容する・適応させる","動詞"
"6008","accompany","〜に同行する・付随する","動詞"
"6009","accomplish","〜を成し遂げる","動詞"
"6010","accumulate","〜を蓄積する","動詞"
"6011","accurate","正確な","形容詞"
"6012","accuse","〜を非難する・告訴する","動詞"
"6013","accustomed","慣れている","形容詞"
"6014","acknowledge","〜を認める・確認する","動詞"
"6015","acquire","〜を習得する・獲得する","動詞"
"6016","activate","〜を活動させる","動詞"
"6017","acute","鋭い・深刻な","形容詞"
"6018","adapt","〜を適応させる","動詞"
"6019","adequate","十分な・適切な","形容詞"
"6020","adjust","〜を調整する・適合させる","動詞"
"6021","administer","〜を管理する・運営する","動詞"
"6022","administration","行政・管理","名詞"
"6023","admire","〜を賞賛する","動詞"
"6024","admission","入場許可・入会金","名詞"
"6025","admit","〜を認める・入場を許す","動詞"
"6026","adopt","〜を採用する・養子にする","動詞"
"6027","advanced","進歩した・上級の","形容詞"
"6028","advantage","利点","名詞"
"6029","advantageous","有利な","形容詞"
"6030","adverse","逆境の・不利な","形容詞"
"6031","advertise","〜を宣伝する","動詞"
"6032","advocate","〜を主張する・支持する","動詞"
"6033","affect","〜に影響を与える","動詞"
"6034","affection","愛情","名詞"
"6035","afford","〜する余裕がある","動詞"
"6036","affordable","手頃な価格の","形容詞"
"6037","agency","代理店・機関","名詞"
"6038","agenda","協議事項・予定表","名詞"
"6039","aggravate","〜を悪化させる","動詞"
"6040","aggressive","攻撃的な・積極的な","形容詞"
"6041","agriculture","農業","名詞"
"6042","aid","援助","名詞"
"6043","aim","目的・狙う","動詞"
"6044","alarm","驚き・警報","名詞"
"6045","alarming","不安にさせる","形容詞"
"6046","alert","油断のない・警告する","形容詞"
"6047","alien","外国の・異質な","形容詞"
"6048","align","〜を並べる・提携させる","動詞"
"6049","allege","〜を主張する・断言する","動詞"
"6050","alleviate","〜を緩和する","動詞"
"6051","alliance","同盟・提携","名詞"
"6052","allocate","〜を配分する","動詞"
"6053","allowance","手当・小遣い","名詞"
"6054","alter","〜を変える","動詞"
"6055","alternative","代わりの・選択肢","名詞"
"6056","altitude","高度・海抜","名詞"
"6057","amaze","〜を驚かせる","動詞"
"6058","ambassador","大使","名詞"
"6059","ambiguous","曖昧な","形容詞"
"6060","ambition","野心・抱負","名詞"
"6061","amend","〜を修正する・改正する","動詞"
"6062","amendment","修正・改正案","名詞"
"6063","ample","広い・十分な","形容詞"
"6064","amuse","〜を面白がらせる","動詞"
"6065","analysis","分析","名詞"
"6066","analyze","〜を分析する","動詞"
"6067","ancestor","先祖","名詞"
"6068","ancient","古代の","形容詞"
"6069","anecdote","逸話","名詞"
"6070","anniversary","記念日","名詞"
"6071","announce","〜を発表する","動詞"
"6072","annoy","〜をイライラさせる","動詞"
"6073","annual","年1回の","形容詞"
"6074","anonymous","匿名の","形容詞"
"6075","anticipate","〜を予想する","動詞"
"6076","anxiety","心配・不安","名詞"
"6077","anxious","心配して・切望して","形容詞"
"6078","apologetic","謝罪の","形容詞"
"6079","apologize","謝る","動詞"
"6080","apparatus","装置・器具","名詞"
"6081","apparent","明白な","形容詞"
"6082","apparently","見たところでは","副詞"
"6083","appeal","訴える・魅力","動詞"
"6084","appearance","外見・出現","名詞"
"6085","appetite","食欲","名詞"
"6086","applaud","〜に拍手する","動詞"
"6087","appliance","器具・電化製品","名詞"
"6088","applicable","適用できる","形容詞"
"6089","applicant","志願者・応募者","名詞"
"6090","apply","〜を適用する・申し込む","動詞"
"6091","appoint","〜を指名する・任命する","動詞"
"6092","appointment","約束・任命","名詞"
"6093","appraisal","評価・査定","名詞"
"6094","appreciate","〜を正しく評価する・感謝する","動詞"
"6095","apprehend","〜を捕らえる・理解する","動詞"
"6096","approach","〜に近づく・取り組み","動詞"
"6097","appropriate","適切な","形容詞"
"6098","approval","承認","名詞"
"6099","approve","〜を承認する","動詞"
"6100","approximate","おおよその","形容詞"
"6101","apt","〜しがちな","形容詞"
"6102","arbitrary","任意の・独断的な","形容詞"
"6103","architect","建築家","名詞"
"6104","arise","生じる","動詞"
"6105","aristocracy","貴族社会","名詞"
"6106","arouse","〜を刺激する・目覚めさせる","動詞"
"6107","arrange","〜を整える・手配する","動詞"
"6108","arrangement","整頓・手配","名詞"
"6109","arrest","〜を逮捕する","動詞"
"6110","arrogance","傲慢さ","名詞"
"6111","articulate","〜をはっきり述べる","動詞"
"6112","artificial","人工的な","形容詞"
"6113","ascertain","〜を確かめる","動詞"
"6114","ashamed","恥じている","形容詞"
"6115","aspect","側面・外観","名詞"
"6116","aspiration","熱望・抱負","名詞"
"6117","aspire","熱望する","動詞"
"6118","assemble","〜を組み立てる・集まる","動詞"
"6119","assert","〜を断言する・主張する","動詞"
"6120","assess","〜を評価する・査定する","動詞"
"6121","asset","財産・利点","名詞"
"6122","assign","〜を割り当てる","動詞"
"6123","assimilate","〜を吸収する・同化する","動詞"
"6124","assist","〜を助ける","動詞"
"6125","associate","〜を連想する・提携する","動詞"
"6126","assumption","仮定・想定","名詞"
"6127","assurance","保証・確信","名詞"
"6128","assure","〜を保証する・安心させる","動詞"
"6129","astonish","〜を驚かせる","動詞"
"6130","atmosphere","大気・雰囲気","名詞"
"6131","attach","〜を貼り付ける・添付する","動詞"
"6132","attain","〜を達成する","動詞"
"6133","attempt","〜を試みる","動詞"
"6134","attend","〜に出席する・世話をする","動詞"
"6135","attention","注意","名詞"
"6136","attitude","態度・考え方","名詞"
"6137","attract","〜を惹きつける","動詞"
"6138","attraction","魅力・観光名所","名詞"
"6139","attribute","〜のせいにする・特性","動詞"
"6140","authentic","本物の・確実な","形容詞"
"6141","authority","権威・当局","名詞"
"6142","authorize","〜を認可する","動詞"
"6143","automatic","自動の","形容詞"
